0.01	-0.000
0.02	-0.001
0.03	-0.004
0.04	-0.012
0.05	-0.026
0.06	-0.046
0.07	-0.070
0.08	-0.100
0.09	-0.139
0.10	-0.167
0.11	-0.058
0.12	0.756
0.13	3.697
0.14	9.802
0.15	16.198
0.16	17.021
0.17	11.403
0.18	4.838
0.19	1.241
0.20	0.110
0.21	-0.113
0.22	-0.150
0.23	-0.159
0.24	-0.152
0.25	-0.129
0.26	-0.096
0.27	-0.070
0.28	-0.065
0.29	-0.081
0.30	-0.107
0.31	-0.124
0.32	-0.128
0.33	-0.124
0.34	-0.120
0.35	-0.118
0.36	-0.123
0.37	-0.135
0.38	-0.154
0.39	-0.173
0.40	-0.187
0.41	-0.199
0.42	-0.212
0.43	-0.227
0.44	-0.236
0.45	-0.236
0.46	-0.225
0.47	-0.207
0.48	-0.186
0.49	-0.167
0.50	-0.151
0.51	-0.139
0.52	-0.127
0.53	-0.118
0.54	-0.113
0.55	-0.106
0.56	-0.084
0.57	-0.042
0.58	0.013
0.59	0.066
0.60	0.104
0.61	0.121
0.62	0.117
0.63	0.095
0.64	0.062
0.65	0.030
0.66	0.008
0.67	0.003
0.68	0.012
0.69	0.028
0.70	0.045
0.71	0.062
0.72	0.083
0.73	0.109
0.74	0.141
0.75	0.172
0.76	0.194
0.77	0.202
0.78	0.198
0.79	0.187
0.80	0.177
0.81	0.171
0.82	0.171
0.83	0.179
0.84	0.192
0.85	0.212
0.86	0.237
0.87	0.257
0.88	0.265
0.89	0.259
0.90	0.243
0.91	0.228
0.92	0.216
0.93	0.206
0.94	0.192
0.95	0.171
0.96	0.140
0.97	0.101
0.98	0.061
0.99	0.027
1.00	0.004
