0.01	0.000
0.02	-0.000
0.03	-0.000
0.04	-0.001
0.05	-0.002
0.06	0.001
0.07	0.012
0.08	0.035
0.09	0.063
0.10	0.088
0.11	0.107
0.12	0.134
0.13	0.187
0.14	0.283
0.15	0.440
0.16	0.683
0.17	1.057
0.18	1.619
0.19	2.436
0.20	3.558
0.21	5.007
0.22	6.753
0.23	8.707
0.24	10.721
0.25	12.597
0.26	14.124
0.27	15.108
0.28	15.419
0.29	15.008
0.30	13.925
0.31	12.309
0.32	10.366
0.33	8.322
0.34	6.379
0.35	4.680
0.36	3.299
0.37	2.252
0.38	1.506
0.39	0.996
0.40	0.653
0.41	0.426
0.42	0.289
0.43	0.222
0.44	0.209
0.45	0.232
0.46	0.277
0.47	0.330
0.48	0.378
0.49	0.409
0.50	0.418
0.51	0.406
0.52	0.383
0.53	0.359
0.54	0.339
0.55	0.320
0.56	0.291
0.57	0.250
0.58	0.211
0.59	0.192
0.60	0.200
0.61	0.226
0.62	0.254
0.63	0.269
0.64	0.268
0.65	0.251
0.66	0.225
0.67	0.198
0.68	0.178
0.69	0.171
0.70	0.178
0.71	0.192
0.72	0.204
0.73	0.204
0.74	0.189
0.75	0.165
0.76	0.147
0.77	0.149
0.78	0.174
0.79	0.207
0.80	0.235
0.81	0.245
0.82	0.232
0.83	0.199
0.84	0.155
0.85	0.111
0.86	0.077
0.87	0.061
0.88	0.064
0.89	0.081
0.90	0.099
0.91	0.111
0.92	0.120
0.93	0.137
0.94	0.167
0.95	0.206
0.96	0.240
0.97	0.261
0.98	0.264
0.99	0.257
1.00	0.250
