0.01	-0.000
0.02	-0.001
0.03	-0.003
0.04	-0.010
0.05	-0.021
0.06	-0.033
0.07	-0.037
0.08	-0.028
0.09	-0.012
0.10	0.000
0.11	-0.001
0.12	-0.012
0.13	-0.020
0.14	-0.013
0.15	0.010
0.16	0.037
0.17	0.056
0.18	0.066
0.19	0.078
0.20	0.102
0.21	0.143
0.22	0.200
0.23	0.273
0.24	0.359
0.25	0.459
0.26	0.569
0.27	0.684
0.28	0.806
0.29	0.940
0.30	1.102
0.31	1.297
0.32	1.525
0.33	1.780
0.34	2.062
0.35	2.372
0.36	2.705
0.37	3.051
0.38	3.407
0.39	3.766
0.40	4.122
0.41	4.469
0.42	4.800
0.43	5.114
0.44	5.410
0.45	5.683
0.46	5.921
0.47	6.112
0.48	6.245
0.49	6.313
0.50	6.315
0.51	6.250
0.52	6.126
0.53	5.956
0.54	5.749
0.55	5.511
0.56	5.244
0.57	4.949
0.58	4.628
0.59	4.285
0.60	3.925
0.61	3.553
0.62	3.181
0.63	2.823
0.64	2.490
0.65	2.184
0.66	1.907
0.67	1.662
0.68	1.451
0.69	1.275
0.70	1.127
0.71	1.002
0.72	0.899
0.73	0.819
0.74	0.761
0.75	0.718
0.76	0.675
0.77	0.627
0.78	0.581
0.79	0.542
0.80	0.514
0.81	0.491
0.82	0.473
0.83	0.457
0.84	0.442
0.85	0.420
0.86	0.386
0.87	0.337
0.88	0.281
0.89	0.231
0.90	0.194
0.91	0.165
0.92	0.138
0.93	0.113
0.94	0.093
0.95	0.078
0.96	0.063
0.97	0.045
0.98	0.029
0.99	0.017
1.00	0.007
