0.01	-0.000
0.02	-0.000
0.03	-0.001
0.04	-0.000
0.05	0.002
0.06	0.009
0.07	0.017
0.08	0.020
0.09	0.014
0.10	0.000
0.11	-0.010
0.12	-0.005
0.13	0.025
0.14	0.081
0.15	0.164
0.16	0.287
0.17	0.464
0.18	0.715
0.19	1.070
0.20	1.573
0.21	2.271
0.22	3.191
0.23	4.333
0.24	5.668
0.25	7.143
0.26	8.683
0.27	10.190
0.28	11.553
0.29	12.657
0.30	13.395
0.31	13.685
0.32	13.498
0.33	12.857
0.34	11.826
0.35	10.498
0.36	8.988
0.37	7.418
0.38	5.901
0.39	4.518
0.40	3.318
0.41	2.320
0.42	1.526
0.43	0.921
0.44	0.480
0.45	0.168
0.46	-0.049
0.47	-0.201
0.48	-0.307
0.49	-0.378
0.50	-0.424
0.51	-0.453
0.52	-0.468
0.53	-0.471
0.54	-0.464
0.55	-0.450
0.56	-0.434
0.57	-0.417
0.58	-0.398
0.59	-0.380
0.60	-0.365
0.61	-0.356
0.62	-0.356
0.63	-0.365
0.64	-0.375
0.65	-0.374
0.66	-0.353
0.67	-0.313
0.68	-0.264
0.69	-0.211
0.70	-0.154
0.71	-0.089
0.72	-0.019
0.73	0.043
0.74	0.087
0.75	0.110
0.76	0.120
0.77	0.127
0.78	0.136
0.79	0.144
0.80	0.148
0.81	0.141
0.82	0.123
0.83	0.096
0.84	0.063
0.85	0.027
0.86	-0.011
0.87	-0.043
0.88	-0.064
0.89	-0.065
0.90	-0.048
0.91	-0.017
0.92	0.019
0.93	0.050
0.94	0.067
0.95	0.066
0.96	0.057
0.97	0.061
0.98	0.090
0.99	0.141
1.00	0.200
