0.01	-0.000
0.02	-0.000
0.03	-0.003
0.04	-0.010
0.05	-0.026
0.06	-0.054
0.07	-0.090
0.08	-0.121
0.09	-0.134
0.10	-0.121
0.11	-0.078
0.12	0.012
0.13	0.206
0.14	0.627
0.15	1.461
0.16	2.908
0.17	5.068
0.18	7.801
0.19	10.633
0.20	12.847
0.21	13.771
0.22	13.111
0.23	11.108
0.24	8.401
0.25	5.709
0.26	3.533
0.27	2.053
0.28	1.192
0.29	0.762
0.30	0.578
0.31	0.513
0.32	0.498
0.33	0.501
0.34	0.508
0.35	0.509
0.36	0.498
0.37	0.475
0.38	0.448
0.39	0.429
0.40	0.422
0.41	0.424
0.42	0.435
0.43	0.461
0.44	0.499
0.45	0.535
0.46	0.553
0.47	0.552
0.48	0.543
0.49	0.534
0.50	0.519
0.51	0.495
0.52	0.466
0.53	0.446
0.54	0.443
0.55	0.453
0.56	0.469
0.57	0.485
0.58	0.502
0.59	0.518
0.60	0.532
0.61	0.544
0.62	0.557
0.63	0.574
0.64	0.597
0.65	0.628
0.66	0.662
0.67	0.687
0.68	0.692
0.69	0.680
0.70	0.663
0.71	0.655
0.72	0.658
0.73	0.661
0.74	0.653
0.75	0.625
0.76	0.579
0.77	0.526
0.78	0.478
0.79	0.448
0.80	0.441
0.81	0.455
0.82	0.483
0.83	0.518
0.84	0.553
0.85	0.581
0.86	0.595
0.87	0.593
0.88	0.577
0.89	0.554
0.90	0.533
0.91	0.516
0.92	0.504
0.93	0.492
0.94	0.482
0.95	0.478
0.96	0.488
0.97	0.511
0.98	0.543
0.99	0.574
1.00	0.602
