0.01	0.000
0.02	0.001
0.03	0.004
0.04	0.013
0.05	0.028
0.06	0.047
0.07	0.066
0.08	0.085
0.09	0.105
0.10	0.082
0.11	-0.981
0.12	-9.722
0.13	-27.823
0.14	-24.888
0.15	-6.977
0.16	-0.553
0.17	0.100
0.18	0.156
0.19	0.186
0.20	0.201
0.21	0.199
0.22	0.185
0.23	0.173
0.24	0.168
0.25	0.170
0.26	0.171
0.27	0.166
0.28	0.158
0.29	0.153
0.30	0.155
0.31	0.164
0.32	0.173
0.33	0.175
0.34	0.166
0.35	0.152
0.36	0.146
0.37	0.154
0.38	0.173
0.39	0.195
0.40	0.212
0.41	0.223
0.42	0.234
0.43	0.248
0.44	0.261
0.45	0.271
0.46	0.279
0.47	0.285
0.48	0.287
0.49	0.281
0.50	0.271
0.51	0.259
0.52	0.248
0.53	0.243
0.54	0.251
0.55	0.276
0.56	0.317
0.57	0.368
0.58	0.422
0.59	0.471
0.60	0.506
0.61	0.524
0.62	0.530
0.63	0.532
0.64	0.534
0.65	0.531
0.66	0.519
0.67	0.498
0.68	0.476
0.69	0.459
0.70	0.445
0.71	0.425
0.72	0.397
0.73	0.363
0.74	0.331
0.75	0.302
0.76	0.279
0.77	0.267
0.78	0.270
0.79	0.281
0.80	0.292
0.81	0.299
0.82	0.306
0.83	0.318
0.84	0.339
0.85	0.360
0.86	0.374
0.87	0.376
0.88	0.371
0.89	0.365
0.90	0.362
0.91	0.357
0.92	0.345
0.93	0.329
0.94	0.323
0.95	0.338
0.96	0.368
0.97	0.397
0.98	0.417
0.99	0.432
1.00	0.460
