0.01	-0.000
0.02	-0.000
0.03	-0.001
0.04	-0.003
0.05	-0.007
0.06	-0.011
0.07	-0.011
0.08	-0.008
0.09	-0.002
0.10	0.041
0.11	2.881
0.12	21.355
0.13	14.220
0.14	0.828
0.15	-0.075
0.16	-0.066
0.17	-0.042
0.18	-0.018
0.19	-0.007
0.20	-0.016
0.21	-0.043
0.22	-0.080
0.23	-0.118
0.24	-0.149
0.25	-0.168
0.26	-0.172
0.27	-0.170
0.28	-0.171
0.29	-0.179
0.30	-0.188
0.31	-0.192
0.32	-0.185
0.33	-0.168
0.34	-0.146
0.35	-0.122
0.36	-0.101
0.37	-0.085
0.38	-0.073
0.39	-0.063
0.40	-0.046
0.41	-0.016
0.42	0.026
0.43	0.077
0.44	0.131
0.45	0.183
0.46	0.232
0.47	0.268
0.48	0.280
0.49	0.258
0.50	0.209
0.51	0.152
0.52	0.113
0.53	0.102
0.54	0.113
0.55	0.128
0.56	0.133
0.57	0.124
0.58	0.106
0.59	0.088
0.60	0.076
0.61	0.073
0.62	0.079
0.63	0.094
0.64	0.113
0.65	0.130
0.66	0.137
0.67	0.128
0.68	0.097
0.69	0.051
0.70	0.006
0.71	-0.021
0.72	-0.023
0.73	-0.014
0.74	-0.010
0.75	-0.020
0.76	-0.040
0.77	-0.060
0.78	-0.072
0.79	-0.075
0.80	-0.075
0.81	-0.073
0.82	-0.062
0.83	-0.039
0.84	-0.014
0.85	-0.002
0.86	-0.006
0.87	-0.015
0.88	-0.020
0.89	-0.020
0.90	-0.016
0.91	-0.009
0.92	0.003
0.93	0.012
0.94	0.008
0.95	-0.011
0.96	-0.038
0.97	-0.059
0.98	-0.072
0.99	-0.090
1.00	-0.125
