0.01	-0.08086743549941644	-0.06970904955554713
0.02	-0.07595065867032369	-0.0712187463577971
0.03	-0.07068882279992578	-0.06796448146423982
0.04	-0.06706364901318475	-0.05198944118091765
0.05	-0.062461770703150746	-0.03921669534787765
0.06	-0.06158697455410109	-0.023171825969263718
0.07	-0.061779164810531854	-0.004689572853812043
0.08	-0.058789872145660164	0.005641757006272587
0.09	-0.0597577447081073	0.010778298616403613
0.1	-0.06348947533873474	0.013100396523944177
0.11	-0.07681604187677465	0.005516849446008993
0.12	-0.09676173700146458	-0.01778908214810665
0.13	-0.12643638134670998	-0.05546582720146284
0.14	-0.17035988858054016	-0.10380416750829247
0.15	-0.22671717479155917	-0.15844329843285138
0.16	-0.29714000890758085	-0.21957697814980678
0.17	-0.37897596947898077	-0.2904031031150526
0.18	-0.47369115435203063	-0.36687030669183923
0.19	-0.5701642065188199	-0.4337632836391812
0.2	-0.6598817281239119	-0.48067199379690223
0.21	-0.7408956665068614	-0.5131603618893624
0.22	-0.8075215665381735	-0.5336429908899369
0.23	-0.8488016753521617	-0.5330210774234551
0.24	-0.8597827642962255	-0.5075766960539725
0.25	-0.8419970084511074	-0.45995803800948176
0.26	-0.7974441389615983	-0.39585975623379255
0.27	-0.7289317835751901	-0.32076123832046666
0.28	-0.6327924806725488	-0.2413124068975667
0.29	-0.5118610042295743	-0.14791942591037502
0.3	-0.3783404454568178	-0.04471281759104208
0.31	-0.24035114805865515	0.053799959017910466
0.32	-0.1010870468744133	0.14850711334162178
0.33	0.041245433548234386	0.22963665499784608
0.34	0.177725316402095	0.2948840798970221
0.35	0.30070377678690496	0.34681345532195346
0.36	0.4085808301926572	0.38685004289009023
0.37	0.4958216403644592	0.4185640502620678
0.38	0.5706101951063234	0.44380035997198325
0.39	0.6322666374873802	0.46149747646900574
0.4	0.6847403477803486	0.4697158009583303
0.41	0.7257727911793422	0.4718719770152575
0.42	0.7565359752404683	0.4689841395828545
0.43	0.7786225349749258	0.46132754019923383
0.44	0.7898085755281845	0.4483653125088518
0.45	0.7906430381613769	0.426521740913117
0.46	0.7802784667432426	0.3948776706883006
0.47	0.7585133665825351	0.3516283691904999
0.48	0.7250647882957456	0.2990237932987637
0.49	0.6769301393584991	0.2406068687474628
0.5	0.6148979018081594	0.17690985299553622
0.51	0.5373690125630862	0.10808389733264992
0.52	0.45105737854900485	0.05040977645321852
0.53	0.3630345941234412	0.007608986659300959
0.54	0.2808732709409752	-0.019041991204252998
0.55	0.2105846334767123	-0.03354547764968771
0.56	0.15017681005719388	-0.039640577941218835
0.57	0.10438556508504357	-0.03884135579974583
0.58	0.07224456663727552	-0.028003322684878117
0.59	0.053306631585119654	-0.019683366994517105
0.6	0.043045447159142006	-0.015522923117462107
0.61	0.03911759357799432	-0.010870282840871756
0.62	0.03448117959151107	-0.007210438650730892
0.63	0.0271004128815118	6229586968755241e-20
0.64	0.01615137188594169	0.0015118555547925048
0.65	0.007554788278675488	0.0010919331699757674
0.66	0.006013492683030626	0.005118174986075177
0.67	0.007453996413816517	0.012381578996617749
0.68	0.01095593555713167	0.01373170644494009
0.69	0.014761122635099938	0.018882644647326932
0.7	0.023787648144978225	0.021367224349608454
0.71	0.03609241741559909	0.025439079455936098
0.72	0.04974675077501675	0.03272966678744792
0.73	0.06525019762527394	0.03706633003674689
0.74	0.0786842319715921	0.03796904917517693
0.75	0.09118839140796053	0.04278389692587496
0.76	0.09799280294209034	0.04570231040341034
0.77	0.10423765325327275	0.04641039023936791
0.78	0.1073365722703935	0.04996559315361159
0.79	0.10433720749125644	0.05169410366346276
0.8	0.09714241353911196	0.05087956996134741
0.81	0.08847932528870801	0.05296240248020855
0.82	0.07571855781989145	0.05229303834902897
0.83	0.06066600510533798	0.049359309635096625
0.84	0.04693043905639881	0.043953977452407283
0.85	0.03426424503364729	0.03796382513758301
0.86	0.027033214650750172	0.02769224602318001
0.87	0.022245366558335485	0.021089783330939686
0.88	0.020519522880047752	0.0075488602660082876
0.89	0.015063804324249712	-0.01048868423195588
0.9	0.009206517448405206	-0.02454943364652667
0.91	0.003979251107093417	-0.03418936245235116
0.92	-0.0051515978550605995	-0.04287972264560446
0.93	-0.01610825679751683	-0.055622066473334675
0.94	-0.03608721434958695	-0.0618762233317269
0.95	-0.056365436979449526	-0.060766660833212
0.96	-0.07327107147098977	-0.060231039918974605
0.97	-0.08361639643347468	-0.06312137881970085
0.98	-0.08415124331043866	-0.06544643644064953
0.99	-0.08585437013737546	-0.06906064576945556
1	-0.08501704739809937	-0.07064162413069304
